download_rank,pdb_id,experimental_methods,resolution_combined,deposited_atom_count,coordinate_url,download_status
286,1OO9,SOLUTION NMR,,2337,https://files.rcsb.org/download/1OO9.cif.gz,not_started
287,1OP4,SOLUTION NMR,,1095,https://files.rcsb.org/download/1OP4.cif.gz,not_started
288,1OPZ,SOLUTION NMR,,567,https://files.rcsb.org/download/1OPZ.cif.gz,not_started
289,1OQ3,SOLUTION NMR,,567,https://files.rcsb.org/download/1OQ3.cif.gz,not_started
290,1OQ6,SOLUTION NMR,,568,https://files.rcsb.org/download/1OQ6.cif.gz,not_started
291,1OQA,SOLUTION NMR,,867,https://files.rcsb.org/download/1OQA.cif.gz,not_started
292,1OQK,SOLUTION NMR,,622,https://files.rcsb.org/download/1OQK.cif.gz,not_started
293,1OQP,SOLUTION NMR,,805,https://files.rcsb.org/download/1OQP.cif.gz,not_started
294,1OSL,SOLUTION NMR,,1685,https://files.rcsb.org/download/1OSL.cif.gz,not_started
295,1OSX,SOLUTION NMR,,197,https://files.rcsb.org/download/1OSX.cif.gz,not_started
296,1OV2,SOLUTION NMR,,679,https://files.rcsb.org/download/1OV2.cif.gz,not_started
297,1OVQ,SOLUTION NMR,,1072,https://files.rcsb.org/download/1OVQ.cif.gz,not_started
298,1OVY,SOLUTION NMR,,750,https://files.rcsb.org/download/1OVY.cif.gz,not_started
299,1P6R,SOLUTION NMR,,667,https://files.rcsb.org/download/1P6R.cif.gz,not_started
300,1P6T,SOLUTION NMR,,1142,https://files.rcsb.org/download/1P6T.cif.gz,not_started
301,1P8A,SOLUTION NMR,,1105,https://files.rcsb.org/download/1P8A.cif.gz,not_started
302,1P9J,SOLUTION NMR,,442,https://files.rcsb.org/download/1P9J.cif.gz,not_started
303,1PA4,SOLUTION NMR,,782,https://files.rcsb.org/download/1PA4.cif.gz,not_started
304,1PD7,SOLUTION NMR,,921,https://files.rcsb.org/download/1PD7.cif.gz,not_started
305,1PE3,SOLUTION NMR,,914,https://files.rcsb.org/download/1PE3.cif.gz,not_started
306,1PJZ,SOLUTION NMR,,1577,https://files.rcsb.org/download/1PJZ.cif.gz,not_started
307,1POQ,SOLUTION NMR,,921,https://files.rcsb.org/download/1POQ.cif.gz,not_started
308,1POZ,SOLUTION NMR,,1233,https://files.rcsb.org/download/1POZ.cif.gz,not_started
309,1PPQ,SOLUTION NMR,,509,https://files.rcsb.org/download/1PPQ.cif.gz,not_started
310,1PPX,SOLUTION NMR,,1081,https://files.rcsb.org/download/1PPX.cif.gz,not_started
311,1PS2,SOLUTION NMR,,464,https://files.rcsb.org/download/1PS2.cif.gz,not_started
312,1PUX,SOLUTION NMR,,995,https://files.rcsb.org/download/1PUX.cif.gz,not_started
313,1PV0,SOLUTION NMR,,381,https://files.rcsb.org/download/1PV0.cif.gz,not_started
314,1PVE,SOLUTION NMR,,572,https://files.rcsb.org/download/1PVE.cif.gz,not_started
315,1Q27,SOLUTION NMR,,1359,https://files.rcsb.org/download/1Q27.cif.gz,not_started
316,1Q2Z,SOLUTION NMR,,977,https://files.rcsb.org/download/1Q2Z.cif.gz,not_started
317,1Q48,SOLUTION NMR,,1014,https://files.rcsb.org/download/1Q48.cif.gz,not_started
318,1Q53,SOLUTION NMR,,1762,https://files.rcsb.org/download/1Q53.cif.gz,not_started
319,1Q5F,SOLUTION NMR,,1106,https://files.rcsb.org/download/1Q5F.cif.gz,not_started
320,1Q6A,SOLUTION NMR,,1766,https://files.rcsb.org/download/1Q6A.cif.gz,not_started
321,1Q6B,SOLUTION NMR,,1766,https://files.rcsb.org/download/1Q6B.cif.gz,not_started
322,1Q7I,SOLUTION NMR,,505,https://files.rcsb.org/download/1Q7I.cif.gz,not_started
323,1Q7J,SOLUTION NMR,,503,https://files.rcsb.org/download/1Q7J.cif.gz,not_started
324,1Q7X,SOLUTION NMR,,795,https://files.rcsb.org/download/1Q7X.cif.gz,not_started
325,1Q8G,SOLUTION NMR,,1296,https://files.rcsb.org/download/1Q8G.cif.gz,not_started
326,1Q8K,SOLUTION NMR,,2425,https://files.rcsb.org/download/1Q8K.cif.gz,not_started
327,1Q8L,SOLUTION NMR,,647,https://files.rcsb.org/download/1Q8L.cif.gz,not_started
328,1Q9P,SOLUTION NMR,,722,https://files.rcsb.org/download/1Q9P.cif.gz,not_started
329,1QLK,SOLUTION NMR,,1506,https://files.rcsb.org/download/1QLK.cif.gz,not_started
330,1QTS,X-RAY DIFFRACTION,1.4,2201,https://files.rcsb.org/download/1QTS.cif.gz,not_started
331,1QVX,SOLUTION NMR,,1047,https://files.rcsb.org/download/1QVX.cif.gz,not_started
332,1QWQ,SOLUTION NMR,,941,https://files.rcsb.org/download/1QWQ.cif.gz,not_started
333,1QWV,SOLUTION NMR,,1098,https://files.rcsb.org/download/1QWV.cif.gz,not_started
334,1QZP,SOLUTION NMR,,558,https://files.rcsb.org/download/1QZP.cif.gz,not_started
335,1R05,SOLUTION NMR,,1424,https://files.rcsb.org/download/1R05.cif.gz,not_started
336,1R2U,SOLUTION NMR,,704,https://files.rcsb.org/download/1R2U.cif.gz,not_started
337,1R36,SOLUTION NMR,,1148,https://files.rcsb.org/download/1R36.cif.gz,not_started
338,1R3B,SOLUTION NMR,,1641,https://files.rcsb.org/download/1R3B.cif.gz,not_started
339,1R57,SOLUTION NMR,,818,https://files.rcsb.org/download/1R57.cif.gz,not_started
340,1R6P,SOLUTION NMR,,704,https://files.rcsb.org/download/1R6P.cif.gz,not_started
341,1R73,SOLUTION NMR,,556,https://files.rcsb.org/download/1R73.cif.gz,not_started
342,1R79,SOLUTION NMR,,611,https://files.rcsb.org/download/1R79.cif.gz,not_started
343,1R8U,SOLUTION NMR,,1195,https://files.rcsb.org/download/1R8U.cif.gz,not_started
344,1R9K,SOLUTION NMR,,1281,https://files.rcsb.org/download/1R9K.cif.gz,not_started
345,1R9P,SOLUTION NMR,,1015,https://files.rcsb.org/download/1R9P.cif.gz,not_started
346,1RDU,SOLUTION NMR,,882,https://files.rcsb.org/download/1RDU.cif.gz,not_started
347,1RFH,SOLUTION NMR,,466,https://files.rcsb.org/download/1RFH.cif.gz,not_started
348,1RFL,SOLUTION NMR,,1311,https://files.rcsb.org/download/1RFL.cif.gz,not_started
349,1RG6,SOLUTION NMR,,545,https://files.rcsb.org/download/1RG6.cif.gz,not_started
350,1RGO,SOLUTION NMR,,765,https://files.rcsb.org/download/1RGO.cif.gz,not_started
351,1RGW,SOLUTION NMR,,641,https://files.rcsb.org/download/1RGW.cif.gz,not_started
352,1RHW,SOLUTION NMR,,729,https://files.rcsb.org/download/1RHW.cif.gz,not_started
353,1RHX,SOLUTION NMR,,697,https://files.rcsb.org/download/1RHX.cif.gz,not_started
354,1RI0,SOLUTION NMR,,815,https://files.rcsb.org/download/1RI0.cif.gz,not_started
355,1RI9,SOLUTION NMR,,634,https://files.rcsb.org/download/1RI9.cif.gz,not_started
356,1RJA,SOLUTION NMR,,802,https://files.rcsb.org/download/1RJA.cif.gz,not_started
357,1RJH,SOLUTION NMR,,916,https://files.rcsb.org/download/1RJH.cif.gz,not_started
358,1RJJ,SOLUTION NMR,,1740,https://files.rcsb.org/download/1RJJ.cif.gz,not_started
359,1RK9,SOLUTION NMR,,845,https://files.rcsb.org/download/1RK9.cif.gz,not_started
360,1RKN,SOLUTION NMR,,874,https://files.rcsb.org/download/1RKN.cif.gz,not_started
361,1RL1,SOLUTION NMR,,752,https://files.rcsb.org/download/1RL1.cif.gz,not_started
362,1RMJ,SOLUTION NMR,,845,https://files.rcsb.org/download/1RMJ.cif.gz,not_started
363,1RQ6,SOLUTION NMR,,506,https://files.rcsb.org/download/1RQ6.cif.gz,not_started
364,1RQM,SOLUTION NMR,,805,https://files.rcsb.org/download/1RQM.cif.gz,not_started
365,1RRZ,SOLUTION NMR,,552,https://files.rcsb.org/download/1RRZ.cif.gz,not_started
366,1RSF,SOLUTION NMR,,971,https://files.rcsb.org/download/1RSF.cif.gz,not_started
367,1RW2,SOLUTION NMR,,1223,https://files.rcsb.org/download/1RW2.cif.gz,not_started
368,1RW5,SOLUTION NMR,,1606,https://files.rcsb.org/download/1RW5.cif.gz,not_started
369,1RWU,SOLUTION NMR,,691,https://files.rcsb.org/download/1RWU.cif.gz,not_started
370,1RXL,SOLUTION NMR,,1088,https://files.rcsb.org/download/1RXL.cif.gz,not_started
371,1RY3,SOLUTION NMR,,471,https://files.rcsb.org/download/1RY3.cif.gz,not_started
372,1RY4,SOLUTION NMR,,966,https://files.rcsb.org/download/1RY4.cif.gz,not_started
373,1RYJ,SOLUTION NMR,,544,https://files.rcsb.org/download/1RYJ.cif.gz,not_started
374,1RYU,SOLUTION NMR,,953,https://files.rcsb.org/download/1RYU.cif.gz,not_started
375,1RZS,SOLUTION NMR,,482,https://files.rcsb.org/download/1RZS.cif.gz,not_started
376,1RZW,SOLUTION NMR,,955,https://files.rcsb.org/download/1RZW.cif.gz,not_started
377,1S04,SOLUTION NMR,,926,https://files.rcsb.org/download/1S04.cif.gz,not_started
378,1S6I,SOLUTION NMR,,1432,https://files.rcsb.org/download/1S6I.cif.gz,not_started
379,1S6J,SOLUTION NMR,,675,https://files.rcsb.org/download/1S6J.cif.gz,not_started
380,1S6L,SOLUTION NMR,,1466,https://files.rcsb.org/download/1S6L.cif.gz,not_started
381,1S6N,SOLUTION NMR,,859,https://files.rcsb.org/download/1S6N.cif.gz,not_started
382,1S6O,SOLUTION NMR,,588,https://files.rcsb.org/download/1S6O.cif.gz,not_started
383,1S6U,SOLUTION NMR,,589,https://files.rcsb.org/download/1S6U.cif.gz,not_started
384,1S79,SOLUTION NMR,,861,https://files.rcsb.org/download/1S79.cif.gz,not_started
385,1S7A,SOLUTION NMR,,842,https://files.rcsb.org/download/1S7A.cif.gz,not_started
386,1S7E,SOLUTION NMR,,1220,https://files.rcsb.org/download/1S7E.cif.gz,not_started
387,1SA8,SOLUTION NMR,,840,https://files.rcsb.org/download/1SA8.cif.gz,not_started
388,1SAP,SOLUTION NMR,,532,https://files.rcsb.org/download/1SAP.cif.gz,not_started
389,1SB0,SOLUTION NMR,,934,https://files.rcsb.org/download/1SB0.cif.gz,not_started
390,1SB6,SOLUTION NMR,,465,https://files.rcsb.org/download/1SB6.cif.gz,not_started
391,1SE7,SOLUTION NMR,,683,https://files.rcsb.org/download/1SE7.cif.gz,not_started
392,1SE9,SOLUTION NMR,,778,https://files.rcsb.org/download/1SE9.cif.gz,not_started
393,1SF0,SOLUTION NMR,,333,https://files.rcsb.org/download/1SF0.cif.gz,not_started
394,1SGO,SOLUTION NMR,,1094,https://files.rcsb.org/download/1SGO.cif.gz,not_started
395,1SJ6,SOLUTION NMR,,748,https://files.rcsb.org/download/1SJ6.cif.gz,not_started
396,1SJQ,SOLUTION NMR,,686,https://files.rcsb.org/download/1SJQ.cif.gz,not_started
397,1SJR,SOLUTION NMR,,860,https://files.rcsb.org/download/1SJR.cif.gz,not_started
398,1SLJ,SOLUTION NMR,,755,https://files.rcsb.org/download/1SLJ.cif.gz,not_started
399,1SMX,X-RAY DIFFRACTION,1.8,1532,https://files.rcsb.org/download/1SMX.cif.gz,not_started
400,1SN6,SOLUTION NMR,,653,https://files.rcsb.org/download/1SN6.cif.gz,not_started
401,1SNL,SOLUTION NMR,,842,https://files.rcsb.org/download/1SNL.cif.gz,not_started
402,1SO9,SOLUTION NMR,,1030,https://files.rcsb.org/download/1SO9.cif.gz,not_started
403,1SP0,SOLUTION NMR,,1030,https://files.rcsb.org/download/1SP0.cif.gz,not_started
404,1SRZ,SOLUTION NMR,,525,https://files.rcsb.org/download/1SRZ.cif.gz,not_started
405,1SS2,SOLUTION NMR,,525,https://files.rcsb.org/download/1SS2.cif.gz,not_started
406,1SS3,SOLUTION NMR,,403,https://files.rcsb.org/download/1SS3.cif.gz,not_started
407,1SS6,SOLUTION NMR,,801,https://files.rcsb.org/download/1SS6.cif.gz,not_started
408,1SSF,SOLUTION NMR,,987,https://files.rcsb.org/download/1SSF.cif.gz,not_started
409,1SSU,SOLUTION NMR,,399,https://files.rcsb.org/download/1SSU.cif.gz,not_started
410,1ST7,SOLUTION NMR,,701,https://files.rcsb.org/download/1ST7.cif.gz,not_started
411,1SVJ,SOLUTION NMR,,1041,https://files.rcsb.org/download/1SVJ.cif.gz,not_started
412,1SXD,SOLUTION NMR,,757,https://files.rcsb.org/download/1SXD.cif.gz,not_started
413,1SXE,SOLUTION NMR,,801,https://files.rcsb.org/download/1SXE.cif.gz,not_started
414,1SY9,SOLUTION NMR,,1331,https://files.rcsb.org/download/1SY9.cif.gz,not_started
415,1SZL,SOLUTION NMR,,461,https://files.rcsb.org/download/1SZL.cif.gz,not_started
416,1T0G,SOLUTION NMR,,857,https://files.rcsb.org/download/1T0G.cif.gz,not_started
417,1T0Y,SOLUTION NMR,,694,https://files.rcsb.org/download/1T0Y.cif.gz,not_started
418,1T17,SOLUTION NMR,,1176,https://files.rcsb.org/download/1T17.cif.gz,not_started
419,1T1H,SOLUTION NMR,,615,https://files.rcsb.org/download/1T1H.cif.gz,not_started
420,1T3V,SOLUTION NMR,,962,https://files.rcsb.org/download/1T3V.cif.gz,not_started
421,1T4Y,SOLUTION NMR,,811,https://files.rcsb.org/download/1T4Y.cif.gz,not_started
422,1T4Z,SOLUTION NMR,,811,https://files.rcsb.org/download/1T4Z.cif.gz,not_started
423,1T6W,SOLUTION NMR,,786,https://files.rcsb.org/download/1T6W.cif.gz,not_started
424,1TDP,SOLUTION NMR,,890,https://files.rcsb.org/download/1TDP.cif.gz,not_started
425,1TEY,SOLUTION NMR,,1257,https://files.rcsb.org/download/1TEY.cif.gz,not_started
426,1TH5,SOLUTION NMR,,567,https://files.rcsb.org/download/1TH5.cif.gz,not_started
427,1TI3,SOLUTION NMR,,876,https://files.rcsb.org/download/1TI3.cif.gz,not_started
428,1TIP,X-RAY DIFFRACTION,2.2,3434,https://files.rcsb.org/download/1TIP.cif.gz,not_started
429,1TIZ,SOLUTION NMR,,543,https://files.rcsb.org/download/1TIZ.cif.gz,not_started
430,1TK7,SOLUTION NMR,,728,https://files.rcsb.org/download/1TK7.cif.gz,not_started
431,1TKN,SOLUTION NMR,,922,https://files.rcsb.org/download/1TKN.cif.gz,not_started
432,1TL4,SOLUTION NMR,,515,https://files.rcsb.org/download/1TL4.cif.gz,not_started
433,1TM9,SOLUTION NMR,,1104,https://files.rcsb.org/download/1TM9.cif.gz,not_started
434,1TOT,SOLUTION NMR,,435,https://files.rcsb.org/download/1TOT.cif.gz,not_started
435,1TQZ,SOLUTION NMR,,1067,https://files.rcsb.org/download/1TQZ.cif.gz,not_started
436,1TTN,SOLUTION NMR,,653,https://files.rcsb.org/download/1TTN.cif.gz,not_started
437,1TTV,SOLUTION NMR,,887,https://files.rcsb.org/download/1TTV.cif.gz,not_started
438,1TUJ,SOLUTION NMR,,958,https://files.rcsb.org/download/1TUJ.cif.gz,not_started
439,1TUZ,SOLUTION NMR,,947,https://files.rcsb.org/download/1TUZ.cif.gz,not_started
440,1TVC,SOLUTION NMR,,1997,https://files.rcsb.org/download/1TVC.cif.gz,not_started
441,1TVJ,SOLUTION NMR,,1312,https://files.rcsb.org/download/1TVJ.cif.gz,not_started
442,1TVM,SOLUTION NMR,,872,https://files.rcsb.org/download/1TVM.cif.gz,not_started
443,1TWO,SOLUTION NMR,,1097,https://files.rcsb.org/download/1TWO.cif.gz,not_started
444,1TXE,SOLUTION NMR,,661,https://files.rcsb.org/download/1TXE.cif.gz,not_started
445,1U2N,SOLUTION NMR,,784,https://files.rcsb.org/download/1U2N.cif.gz,not_started
446,1U3M,SOLUTION NMR,,935,https://files.rcsb.org/download/1U3M.cif.gz,not_started
447,1U3N,SOLUTION NMR,,1212,https://files.rcsb.org/download/1U3N.cif.gz,not_started
448,1U3O,SOLUTION NMR,,502,https://files.rcsb.org/download/1U3O.cif.gz,not_started
449,1U5L,SOLUTION NMR,,877,https://files.rcsb.org/download/1U5L.cif.gz,not_started
450,1U5M,SOLUTION NMR,,550,https://files.rcsb.org/download/1U5M.cif.gz,not_started
451,1U6F,SOLUTION NMR,,1085,https://files.rcsb.org/download/1U6F.cif.gz,not_started
452,1U7Q,SOLUTION NMR,,1041,https://files.rcsb.org/download/1U7Q.cif.gz,not_started
453,1U89,SOLUTION NMR,,1006,https://files.rcsb.org/download/1U89.cif.gz,not_started
454,1UBQ,X-RAY DIFFRACTION,1.8,660,https://files.rcsb.org/download/1UBQ.cif.gz,not_started
455,1UE9,SOLUTION NMR,,584,https://files.rcsb.org/download/1UE9.cif.gz,not_started
456,1UEM,SOLUTION NMR,,869,https://files.rcsb.org/download/1UEM.cif.gz,not_started
457,1UEP,SOLUTION NMR,,768,https://files.rcsb.org/download/1UEP.cif.gz,not_started
458,1UEW,SOLUTION NMR,,834,https://files.rcsb.org/download/1UEW.cif.gz,not_started
459,1UFF,SOLUTION NMR,,702,https://files.rcsb.org/download/1UFF.cif.gz,not_started
460,1UFG,SOLUTION NMR,,1141,https://files.rcsb.org/download/1UFG.cif.gz,not_started
461,1UFM,SOLUTION NMR,,616,https://files.rcsb.org/download/1UFM.cif.gz,not_started
462,1UFN,SOLUTION NMR,,697,https://files.rcsb.org/download/1UFN.cif.gz,not_started
463,1UFX,SOLUTION NMR,,762,https://files.rcsb.org/download/1UFX.cif.gz,not_started
464,1UG7,SOLUTION NMR,,1006,https://files.rcsb.org/download/1UG7.cif.gz,not_started
465,1UGV,SOLUTION NMR,,530,https://files.rcsb.org/download/1UGV.cif.gz,not_started
466,1UH6,SOLUTION NMR,,792,https://files.rcsb.org/download/1UH6.cif.gz,not_started
467,1UHF,SOLUTION NMR,,513,https://files.rcsb.org/download/1UHF.cif.gz,not_started
468,1UHT,SOLUTION NMR,,860,https://files.rcsb.org/download/1UHT.cif.gz,not_started
469,1UHU,SOLUTION NMR,,820,https://files.rcsb.org/download/1UHU.cif.gz,not_started
470,1UIV,X-RAY DIFFRACTION,1.95,8382,https://files.rcsb.org/download/1UIV.cif.gz,not_started
471,1UJO,SOLUTION NMR,,1107,https://files.rcsb.org/download/1UJO.cif.gz,not_started
472,1UJS,SOLUTION NMR,,721,https://files.rcsb.org/download/1UJS.cif.gz,not_started
473,1UJT,SOLUTION NMR,,938,https://files.rcsb.org/download/1UJT.cif.gz,not_started
474,1UJU,SOLUTION NMR,,792,https://files.rcsb.org/download/1UJU.cif.gz,not_started
475,1UJV,SOLUTION NMR,,691,https://files.rcsb.org/download/1UJV.cif.gz,not_started
476,1UJX,SOLUTION NMR,,865,https://files.rcsb.org/download/1UJX.cif.gz,not_started
477,1UJY,SOLUTION NMR,,589,https://files.rcsb.org/download/1UJY.cif.gz,not_started
478,1UL7,SOLUTION NMR,,803,https://files.rcsb.org/download/1UL7.cif.gz,not_started
479,1UM7,SOLUTION NMR,,820,https://files.rcsb.org/download/1UM7.cif.gz,not_started
480,1UMQ,SOLUTION NMR,,501,https://files.rcsb.org/download/1UMQ.cif.gz,not_started
481,1USS,SOLUTION NMR,,682,https://files.rcsb.org/download/1USS.cif.gz,not_started
482,1UST,SOLUTION NMR,,715,https://files.rcsb.org/download/1UST.cif.gz,not_started
483,1UUC,SOLUTION NMR,,442,https://files.rcsb.org/download/1UUC.cif.gz,not_started
484,1UVF,SOLUTION NMR,,468,https://files.rcsb.org/download/1UVF.cif.gz,not_started
485,1UVG,SOLUTION NMR,,582,https://files.rcsb.org/download/1UVG.cif.gz,not_started
486,1UWO,SOLUTION NMR,,1482,https://files.rcsb.org/download/1UWO.cif.gz,not_started
487,1V31,SOLUTION NMR,,710,https://files.rcsb.org/download/1V31.cif.gz,not_started
488,1V32,SOLUTION NMR,,801,https://files.rcsb.org/download/1V32.cif.gz,not_started
489,1V49,SOLUTION NMR,,995,https://files.rcsb.org/download/1V49.cif.gz,not_started
490,1V4R,SOLUTION NMR,,741,https://files.rcsb.org/download/1V4R.cif.gz,not_started
491,1V5K,SOLUTION NMR,,922,https://files.rcsb.org/download/1V5K.cif.gz,not_started
492,1V5M,SOLUTION NMR,,1029,https://files.rcsb.org/download/1V5M.cif.gz,not_started
493,1V5N,SOLUTION NMR,,709,https://files.rcsb.org/download/1V5N.cif.gz,not_started
494,1V5O,SOLUTION NMR,,766,https://files.rcsb.org/download/1V5O.cif.gz,not_started
495,1V5P,SOLUTION NMR,,978,https://files.rcsb.org/download/1V5P.cif.gz,not_started
496,1V5Q,SOLUTION NMR,,875,https://files.rcsb.org/download/1V5Q.cif.gz,not_started
497,1V5R,SOLUTION NMR,,743,https://files.rcsb.org/download/1V5R.cif.gz,not_started
498,1V5S,SOLUTION NMR,,999,https://files.rcsb.org/download/1V5S.cif.gz,not_started
499,1V5U,SOLUTION NMR,,917,https://files.rcsb.org/download/1V5U.cif.gz,not_started
500,1V63,SOLUTION NMR,,816,https://files.rcsb.org/download/1V63.cif.gz,not_started
501,1V66,SOLUTION NMR,,519,https://files.rcsb.org/download/1V66.cif.gz,not_started
502,1V6E,SOLUTION NMR,,710,https://files.rcsb.org/download/1V6E.cif.gz,not_started
503,1V6G,SOLUTION NMR,,600,https://files.rcsb.org/download/1V6G.cif.gz,not_started
504,1V86,SOLUTION NMR,,686,https://files.rcsb.org/download/1V86.cif.gz,not_started
505,1V87,SOLUTION NMR,,848,https://files.rcsb.org/download/1V87.cif.gz,not_started
506,1V88,SOLUTION NMR,,994,https://files.rcsb.org/download/1V88.cif.gz,not_started
507,1V95,SOLUTION NMR,,998,https://files.rcsb.org/download/1V95.cif.gz,not_started
508,1V9V,SOLUTION NMR,,871,https://files.rcsb.org/download/1V9V.cif.gz,not_started
509,1V9W,SOLUTION NMR,,1024,https://files.rcsb.org/download/1V9W.cif.gz,not_started
510,1VA8,SOLUTION NMR,,837,https://files.rcsb.org/download/1VA8.cif.gz,not_started
511,1VA9,SOLUTION NMR,,895,https://files.rcsb.org/download/1VA9.cif.gz,not_started
512,1VAE,SOLUTION NMR,,819,https://files.rcsb.org/download/1VAE.cif.gz,not_started
513,1VD0,SOLUTION NMR,,805,https://files.rcsb.org/download/1VD0.cif.gz,not_started
514,1VDI,SOLUTION NMR,,426,https://files.rcsb.org/download/1VDI.cif.gz,not_started
515,1VDJ,SOLUTION NMR,,426,https://files.rcsb.org/download/1VDJ.cif.gz,not_started
516,1VDY,SOLUTION NMR,,1094,https://files.rcsb.org/download/1VDY.cif.gz,not_started
517,1VEE,SOLUTION NMR,,1001,https://files.rcsb.org/download/1VEE.cif.gz,not_started
518,1VEX,SOLUTION NMR,,427,https://files.rcsb.org/download/1VEX.cif.gz,not_started
519,1VGH,SOLUTION NMR,,446,https://files.rcsb.org/download/1VGH.cif.gz,not_started
520,1VJ6,SOLUTION NMR,,743,https://files.rcsb.org/download/1VJ6.cif.gz,not_started
521,1W1F,SOLUTION NMR,,486,https://files.rcsb.org/download/1W1F.cif.gz,not_started
522,1W7D,SOLUTION NMR,,971,https://files.rcsb.org/download/1W7D.cif.gz,not_started
523,1WA7,SOLUTION NMR,,655,https://files.rcsb.org/download/1WA7.cif.gz,not_started
524,1WEN,SOLUTION NMR,,531,https://files.rcsb.org/download/1WEN.cif.gz,not_started
525,1WES,SOLUTION NMR,,540,https://files.rcsb.org/download/1WES.cif.gz,not_started
526,1WEY,SOLUTION NMR,,812,https://files.rcsb.org/download/1WEY.cif.gz,not_started
527,1WEZ,SOLUTION NMR,,757,https://files.rcsb.org/download/1WEZ.cif.gz,not_started
528,1WF1,SOLUTION NMR,,810,https://files.rcsb.org/download/1WF1.cif.gz,not_started
529,1WF2,SOLUTION NMR,,720,https://files.rcsb.org/download/1WF2.cif.gz,not_started
530,1WF5,SOLUTION NMR,,918,https://files.rcsb.org/download/1WF5.cif.gz,not_started
531,1WF7,SOLUTION NMR,,719,https://files.rcsb.org/download/1WF7.cif.gz,not_started
532,1WF8,SOLUTION NMR,,768,https://files.rcsb.org/download/1WF8.cif.gz,not_started
533,1WF9,SOLUTION NMR,,806,https://files.rcsb.org/download/1WF9.cif.gz,not_started
534,1WFG,SOLUTION NMR,,982,https://files.rcsb.org/download/1WFG.cif.gz,not_started
535,1WFI,SOLUTION NMR,,1034,https://files.rcsb.org/download/1WFI.cif.gz,not_started
536,1WFJ,SOLUTION NMR,,1020,https://files.rcsb.org/download/1WFJ.cif.gz,not_started
537,1WFM,SOLUTION NMR,,1033,https://files.rcsb.org/download/1WFM.cif.gz,not_started
538,1WFN,SOLUTION NMR,,889,https://files.rcsb.org/download/1WFN.cif.gz,not_started
539,1WFO,SOLUTION NMR,,967,https://files.rcsb.org/download/1WFO.cif.gz,not_started
